[0, 'ENSMUSG00000102693.1']
[48994, 'ENSMUSG00000118015.1']
[48995, 'ENSMUSG00000118042.1']
[48996, 'ENSMUSG00000117838.1']
[48997, 'ENSMUSG00000024487.5']
[48998, 'ENSMUSG00000117674.1']
[48999, 'ENSMUSG00000051401.7']
[49000, 'ENSMUSG00000117943.1']
[49001, 'ENSMUSG00000118315.1']
[49002, 'ENSMUSG00000118202.1']
[49003, 'ENSMUSG00000117847.1']
[49004, 'ENSMUSG00000095150.3']
[49005, 'ENSMUSG00000088898.1']
[49006, 'ENSMUSG00000118091.1']
[49007, 'ENSMUSG00000088611.1']
[49008, 'ENSMUSG00000105169.1']
[49009, 'ENSMUSG00000118299.1']
[49010, 'ENSMUSG00000117677.1']
[49011, 'ENSMUSG00000117708.1']
[49012, 'ENSMUSG00000117745.1']
[49013, 'ENSMUSG00000056671.7']
[49014, 'ENSMUSG00000118266.1']
[49015, 'ENSMUSG00000073574.4']
[49016, 'ENSMUSG00000057719.11']
[49017, 'ENSMUSG00000034339.8']
[49018, 'ENSMUSG00000059455.3']
[49019, 'ENSMUSG00000117660.1']
[49020, 'ENSMUSG00000117753.1']
[49021, 'ENSMUSG00000024493.9']
[49022, 'ENSMUSG00000096699.1']
[49023, 'ENSMUSG00000117662.1']
[49024, 'ENSMUSG00000024491.16']
[49025, 'ENSMUSG00000092935.1']
[49026, 'ENSMUSG00000024497.4']
[49027, 'ENSMUSG00000056849.6']
[49028, 'ENSMUSG00000118058.1']
[49029, 'ENSMUSG00000024498.16']
[49030, 'ENSMUSG00000099024.1']
[49031, 'ENSMUSG00000042816.4']
[49032, 'ENSMUSG00000117719.1']
[49033, 'ENSMUSG00000117882.1']
[49034, 'ENSMUSG00000117926.1']
[49035, 'ENSMUSG00000024500.20']
[49036, 'ENSMUSG00000084959.1']
[49037, 'ENSMUSG00000117792.1']
[49038, 'ENSMUSG00000094137.1']
[49039, 'ENSMUSG00000048188.6']
[49040, 'ENSMUSG00000039954.9']
[49041, 'ENSMUSG00000024501.20']
[49042, 'ENSMUSG00000097891.1']
[49043, 'ENSMUSG00000043424.10']
[49044, 'ENSMUSG00000093208.2']
[49045, 'ENSMUSG00000118018.1']
[49046, 'ENSMUSG00000024502.10']
[49047, 'ENSMUSG00000024503.3']
[49048, 'ENSMUSG00000088732.1']
[49049, 'ENSMUSG00000038791.14']
[49050, 'ENSMUSG00000071858.4']
[49051, 'ENSMUSG00000117902.1']
[49052, 'ENSMUSG00000118043.1']
[49053, 'ENSMUSG00000118006.1']
[49054, 'ENSMUSG00000055561.9']
[49055, 'ENSMUSG00000051050.10']
[49056, 'ENSMUSG00000118199.1']
[49057, 'ENSMUSG00000055095.3']
[49058, 'ENSMUSG00000061144.6']
[49059, 'ENSMUSG00000110628.1']
[49060, 'ENSMUSG00000069385.10']
[49061, 'ENSMUSG00000053729.4']
[49062, 'ENSMUSG00000073573.6']
[49063, 'ENSMUSG00000073572.2']
[49064, 'ENSMUSG00000038071.3']
[49065, 'ENSMUSG00000117919.1']
[49066, 'ENSMUSG00000024471.12']
[49067, 'ENSMUSG00000024472.9']
[49068, 'ENSMUSG00000071856.10']
[49069, 'ENSMUSG00000097610.2']
[49070, 'ENSMUSG00000117832.1']
[49071, 'ENSMUSG00000107325.1']
[49072, 'ENSMUSG00000034653.11']
[49073, 'ENSMUSG00000118013.1']
[49074, 'ENSMUSG00000118188.1']
[49075, 'ENSMUSG00000117929.1']
[49076, 'ENSMUSG00000098244.1']
[49077, 'ENSMUSG00000118034.1']
[49078, 'ENSMUSG00000118143.1']
[49079, 'ENSMUSG00000054477.16']
[49080, 'ENSMUSG00000073569.2']
[49081, 'ENSMUSG00000117844.1']
[49082, 'ENSMUSG00000118074.1']
[49083, 'ENSMUSG00000098284.8']
[49084, 'ENSMUSG00000118037.1']
[49085, 'ENSMUSG00000088649.1']
[49086, 'ENSMUSG00000104009.1']
[49087, 'ENSMUSG00000033949.12']
[49088, 'ENSMUSG00000103616.1']
[49089, 'ENSMUSG00000024477.4']
[49090, 'ENSMUSG00000071855.5']
[49091, 'ENSMUSG00000117742.1']
[49092, 'ENSMUSG00000118282.1']
[49093, 'ENSMUSG00000118002.1']
[49094, 'ENSMUSG00000095541.1']
[49095, 'ENSMUSG00000046487.6']
[49096, 'ENSMUSG00000088804.1']
[49097, 'ENSMUSG00000118116.1']
[49098, 'ENSMUSG00000033319.5']
[49099, 'ENSMUSG00000056130.10']
[49100, 'ENSMUSG00000033184.14']
[49101, 'ENSMUSG00000057561.10']
[49102, 'ENSMUSG00000117780.1']
[49103, 'ENSMUSG00000033022.8']
[49104, 'ENSMUSG00000032905.5']
[49105, 'ENSMUSG00000024480.9']
[49106, 'ENSMUSG00000117429.1']
[49107, 'ENSMUSG00000117599.1']
[49108, 'ENSMUSG00000117372.1']
[49109, 'ENSMUSG00000024481.5']
[49110, 'ENSMUSG00000094292.1']
[49111, 'ENSMUSG00000117630.1']
[49112, 'ENSMUSG00000073568.2']
[49113, 'ENSMUSG00000117411.1']
[49114, 'ENSMUSG00000117588.1']
[49115, 'ENSMUSG00000042705.9']
[49116, 'ENSMUSG00000087857.1']
[49117, 'ENSMUSG00000117621.1']
[49118, 'ENSMUSG00000117377.1']
[49119, 'ENSMUSG00000117350.1']
[49120, 'ENSMUSG00000093158.1']
[49121, 'ENSMUSG00000019647.16']
[49122, 'ENSMUSG00000117515.1']
[49123, 'ENSMUSG00000117474.1']
[49124, 'ENSMUSG00000117602.1']
[49125, 'ENSMUSG00000118180.1']
[49126, 'ENSMUSG00000118259.1']
[49127, 'ENSMUSG00000117765.1']
[49128, 'ENSMUSG00000118139.1']
[49129, 'ENSMUSG00000118113.1']
[49130, 'ENSMUSG00000118110.1']
[49131, 'ENSMUSG00000118267.1']
[49132, 'ENSMUSG00000059040.5']
[49133, 'ENSMUSG00000118097.1']
[49134, 'ENSMUSG00000097965.1']
[49135, 'ENSMUSG00000117885.1']
[49136, 'ENSMUSG00000118290.1']
[49137, 'ENSMUSG00000117724.1']
[49138, 'ENSMUSG00000100297.1']
[49139, 'ENSMUSG00000088904.1']
[49140, 'ENSMUSG00000024505.16']
[49141, 'ENSMUSG00000087020.1']
[49142, 'ENSMUSG00000100134.1']
[49143, 'ENSMUSG00000037416.13']
[49144, 'ENSMUSG00000062210.13']
[49145, 'ENSMUSG00000086600.8']
[49146, 'ENSMUSG00000024507.6']
[49147, 'ENSMUSG00000085939.3']
[49148, 'ENSMUSG00000117714.1']
[49149, 'ENSMUSG00000098058.1']
[49150, 'ENSMUSG00000118595.1']
[49151, 'ENSMUSG00000035420.7']
[49152, 'ENSMUSG00000048875.3']
[49153, 'ENSMUSG00000118088.1']
[49154, 'ENSMUSG00000073565.5']
[49155, 'ENSMUSG00000095482.1']
[49156, 'ENSMUSG00000077317.1']
[49157, 'ENSMUSG00000069379.3']
[49158, 'ENSMUSG00000118334.1']
[49159, 'ENSMUSG00000118351.1']
[49160, 'ENSMUSG00000118046.1']
[49161, 'ENSMUSG00000096863.1']
[49162, 'ENSMUSG00000024510.6']
[49163, 'ENSMUSG00000024528.8']
[49164, 'ENSMUSG00000098000.1']
[49165, 'ENSMUSG00000024529.14']
[49166, 'ENSMUSG00000118365.1']
[49167, 'ENSMUSG00000046886.6']
[49168, 'ENSMUSG00000024532.13']
[49169, 'ENSMUSG00000053624.4']
[49170, 'ENSMUSG00000024534.15']
[49171, 'ENSMUSG00000118407.1']
[49172, 'ENSMUSG00000118195.1']
[49173, 'ENSMUSG00000034484.8']
[49174, 'ENSMUSG00000118240.1']
[49175, 'ENSMUSG00000024535.16']
[49176, 'ENSMUSG00000024538.8']
[49177, 'ENSMUSG00000069378.14']
[49178, 'ENSMUSG00000118362.1']
[49179, 'ENSMUSG00000048799.8']
[49180, 'ENSMUSG00000073563.3']
[49181, 'ENSMUSG00000069376.2']
[49182, 'ENSMUSG00000117769.1']
[49183, 'ENSMUSG00000096982.2']
[49184, 'ENSMUSG00000117881.1']
[49185, 'ENSMUSG00000118103.1']
[49186, 'ENSMUSG00000118154.1']
[49187, 'ENSMUSG00000118307.1']
[49188, 'ENSMUSG00000118120.1']
[49189, 'ENSMUSG00000117825.1']
[49190, 'ENSMUSG00000118063.1']
[49191, 'ENSMUSG00000052713.9']
[49192, 'ENSMUSG00000096948.2']
[49193, 'ENSMUSG00000084521.1']
[49194, 'ENSMUSG00000117733.1']
[49195, 'ENSMUSG00000104521.1']
[49196, 'ENSMUSG00000088227.1']
[49197, 'ENSMUSG00000104455.1']
[49198, 'ENSMUSG00000103555.1']
[49199, 'ENSMUSG00000092702.2']
[49200, 'ENSMUSG00000098119.1']
[49201, 'ENSMUSG00000098007.1']
[49202, 'ENSMUSG00000118348.1']
[49203, 'ENSMUSG00000118141.1']
[49204, 'ENSMUSG00000080671.3']
[49205, 'ENSMUSG00000098141.1']
[49206, 'ENSMUSG00000088617.1']
[49207, 'ENSMUSG00000088440.1']
[49208, 'ENSMUSG00000092866.1']
[49209, 'ENSMUSG00000118137.1']
[49210, 'ENSMUSG00000117688.1']
[49211, 'ENSMUSG00000001700.10']
[49212, 'ENSMUSG00000053644.13']
[49213, 'ENSMUSG00000118186.1']
[49214, 'ENSMUSG00000099196.1']
[49215, 'ENSMUSG00000008301.11']
[49216, 'ENSMUSG00000032900.15']
[49217, 'ENSMUSG00000117812.1']
[49218, 'ENSMUSG00000118153.1']
[49219, 'ENSMUSG00000118275.1']
[49220, 'ENSMUSG00000024590.8']
[49221, 'ENSMUSG00000032656.14']
[49222, 'ENSMUSG00000087597.1']
[49223, 'ENSMUSG00000117917.1']
[49224, 'ENSMUSG00000024592.15']
[49225, 'ENSMUSG00000118050.1']
[49226, 'ENSMUSG00000118177.1']
[49227, 'ENSMUSG00000024593.15']
[49228, 'ENSMUSG00000118230.1']
[49229, 'ENSMUSG00000118343.1']
[49230, 'ENSMUSG00000117802.1']
[49231, 'ENSMUSG00000024594.9']
[49232, 'ENSMUSG00000086607.7']
[49233, 'ENSMUSG00000117864.1']
[49234, 'ENSMUSG00000069372.3']
[49235, 'ENSMUSG00000085800.7']
[49236, 'ENSMUSG00000058925.11']
[49237, 'ENSMUSG00000118322.1']
[49238, 'ENSMUSG00000088776.1']
[49239, 'ENSMUSG00000105951.1']
[49240, 'ENSMUSG00000118391.1']
[49241, 'ENSMUSG00000024597.11']
[49242, 'ENSMUSG00000024598.9']
[49243, 'ENSMUSG00000089095.1']
[49244, 'ENSMUSG00000024600.8']
[49245, 'ENSMUSG00000077243.1']
[49246, 'ENSMUSG00000024601.9']
[49247, 'ENSMUSG00000118337.1']
[49248, 'ENSMUSG00000053441.5']
[49249, 'ENSMUSG00000050875.11']
[49250, 'ENSMUSG00000058152.8']
[49251, 'ENSMUSG00000098287.1']
[49252, 'ENSMUSG00000089285.1']
[49253, 'ENSMUSG00000118327.1']
[49254, 'ENSMUSG00000117701.1']
[49255, 'ENSMUSG00000117940.1']
[49256, 'ENSMUSG00000117999.1']
[49257, 'ENSMUSG00000094901.1']
[49258, 'ENSMUSG00000118538.1']
[49259, 'ENSMUSG00000073555.1']
[49260, 'ENSMUSG00000085977.1']
[49261, 'ENSMUSG00000068606.6']
[49262, 'ENSMUSG00000118361.1']
[49263, 'ENSMUSG00000090942.1']
[49264, 'ENSMUSG00000118051.1']
[49265, 'ENSMUSG00000054072.12']
[49266, 'ENSMUSG00000073554.3']
[49267, 'ENSMUSG00000063388.5']
[49268, 'ENSMUSG00000038059.7']
[49269, 'ENSMUSG00000024603.8']
[49270, 'ENSMUSG00000024604.7']
[49271, 'ENSMUSG00000049173.8']
[49272, 'ENSMUSG00000043079.17']
[49273, 'ENSMUSG00000054008.9']
[49274, 'ENSMUSG00000024608.11']
[49275, 'ENSMUSG00000080779.1']
[49276, 'ENSMUSG00000024610.15']
[49277, 'ENSMUSG00000093327.1']
[49278, 'ENSMUSG00000024613.16']
[49279, 'ENSMUSG00000036412.5']
[49280, 'ENSMUSG00000024617.16']
[49281, 'ENSMUSG00000098247.1']
[49282, 'ENSMUSG00000098475.1']
[49283, 'ENSMUSG00000052026.8']
[49284, 'ENSMUSG00000024619.8']
[49285, 'ENSMUSG00000024620.11']
[49286, 'ENSMUSG00000024621.16']
[49287, 'ENSMUSG00000098389.1']
[49288, 'ENSMUSG00000024622.8']
[49289, 'ENSMUSG00000089125.1']
[49290, 'ENSMUSG00000034320.14']
[49291, 'ENSMUSG00000024575.16']
[49292, 'ENSMUSG00000091957.3']
[49293, 'ENSMUSG00000033871.14']
[49294, 'ENSMUSG00000093026.1']
[49295, 'ENSMUSG00000105200.1']
[49296, 'ENSMUSG00000118286.1']
[49297, 'ENSMUSG00000089541.1']
[49298, 'ENSMUSG00000118229.1']
[49299, 'ENSMUSG00000117713.1']
[49300, 'ENSMUSG00000045094.8']
[49301, 'ENSMUSG00000024576.14']
[49302, 'ENSMUSG00000098098.7']
[49303, 'ENSMUSG00000065592.2']
[49304, 'ENSMUSG00000065445.3']
[49305, 'ENSMUSG00000097324.8']
[49306, 'ENSMUSG00000024578.3']
[49307, 'ENSMUSG00000102778.1']
[49308, 'ENSMUSG00000024579.7']
[49309, 'ENSMUSG00000024580.8']
[49310, 'ENSMUSG00000098702.1']
[49311, 'ENSMUSG00000033032.15']
[49312, 'ENSMUSG00000032735.15']
[49313, 'ENSMUSG00000104035.1']
[49314, 'ENSMUSG00000045629.8']
[49315, 'ENSMUSG00000118370.1']
[49316, 'ENSMUSG00000045730.4']
[49317, 'ENSMUSG00000054589.1']
[49318, 'ENSMUSG00000026322.9']
[49319, 'ENSMUSG00000042211.7']
[49320, 'ENSMUSG00000044176.12']
[49321, 'ENSMUSG00000110576.2']
[49322, 'ENSMUSG00000060201.5']
[49323, 'ENSMUSG00000073551.5']
[49324, 'ENSMUSG00000117712.1']
[49325, 'ENSMUSG00000041789.7']
[49326, 'ENSMUSG00000117671.1']
[49327, 'ENSMUSG00000071847.13']
[49328, 'ENSMUSG00000024581.13']
[49329, 'ENSMUSG00000041482.17']
[49330, 'ENSMUSG00000118039.1']
[49331, 'ENSMUSG00000118336.1']
[49332, 'ENSMUSG00000097980.2']
[49333, 'ENSMUSG00000089156.1']
[49334, 'ENSMUSG00000087957.1']
[49335, 'ENSMUSG00000088726.1']
[49336, 'ENSMUSG00000117875.1']
[49337, 'ENSMUSG00000088656.1']
[49338, 'ENSMUSG00000024583.3']
[49339, 'ENSMUSG00000040560.10']
[49340, 'ENSMUSG00000117795.1']
[49341, 'ENSMUSG00000117977.1']
[49342, 'ENSMUSG00000118258.1']
[49343, 'ENSMUSG00000084642.1']
[49344, 'ENSMUSG00000117673.1']
[49345, 'ENSMUSG00000118189.1']
[49346, 'ENSMUSG00000086128.8']
[49347, 'ENSMUSG00000118191.1']
[49348, 'ENSMUSG00000118022.1']
[49349, 'ENSMUSG00000056812.14']
[49350, 'ENSMUSG00000118264.1']
[49351, 'ENSMUSG00000045991.19']
[49352, 'ENSMUSG00000118375.1']
[49353, 'ENSMUSG00000060096.5']
[49354, 'ENSMUSG00000024588.9']
[49355, 'ENSMUSG00000024587.10']
[49356, 'ENSMUSG00000039529.9']
[49357, 'ENSMUSG00000117808.1']
[49358, 'ENSMUSG00000118133.1']
[49359, 'ENSMUSG00000118224.1']
[49360, 'ENSMUSG00000118356.1']
[49361, 'ENSMUSG00000117766.1']
[49362, 'ENSMUSG00000095778.1']
[49363, 'ENSMUSG00000088304.1']
[49364, 'ENSMUSG00000118045.1']
[49365, 'ENSMUSG00000114210.2']
[49366, 'ENSMUSG00000024589.18']
[49367, 'ENSMUSG00000117895.1']
[49368, 'ENSMUSG00000118017.1']
[49369, 'ENSMUSG00000065402.1']
[49370, 'ENSMUSG00000032845.16']
[49371, 'ENSMUSG00000118101.1']
[49372, 'ENSMUSG00000117971.1']
[49373, 'ENSMUSG00000118163.1']
[49374, 'ENSMUSG00000117721.1']
[49375, 'ENSMUSG00000118078.1']
[49376, 'ENSMUSG00000118285.1']
[49377, 'ENSMUSG00000093283.1']
[49378, 'ENSMUSG00000032688.9']
[49379, 'ENSMUSG00000118389.1']
[49380, 'ENSMUSG00000117860.1']
[49381, 'ENSMUSG00000118179.1']
[49382, 'ENSMUSG00000117992.1']
[49383, 'ENSMUSG00000042439.13']
[49384, 'ENSMUSG00000103194.1']
[49385, 'ENSMUSG00000118234.1']
[49386, 'ENSMUSG00000117775.1']
[49387, 'ENSMUSG00000046610.15']
[49388, 'ENSMUSG00000118208.1']
[49389, 'ENSMUSG00000024516.13']
[49390, 'ENSMUSG00000117751.1']
[49391, 'ENSMUSG00000117866.1']
[49392, 'ENSMUSG00000117910.1']
[49393, 'ENSMUSG00000118170.1']
[49394, 'ENSMUSG00000024517.17']
[49395, 'ENSMUSG00000087746.1']
[49396, 'ENSMUSG00000117734.1']
[49397, 'ENSMUSG00000117846.1']
[49398, 'ENSMUSG00000118162.1']
[49399, 'ENSMUSG00000024518.4']
[49400, 'ENSMUSG00000097907.2']
[49401, 'ENSMUSG00000024519.6']
[49402, 'ENSMUSG00000041891.16']
[49403, 'ENSMUSG00000117907.1']
[49404, 'ENSMUSG00000046318.16']
[49405, 'ENSMUSG00000117764.1']
[49406, 'ENSMUSG00000076147.1']
[49407, 'ENSMUSG00000085055.2']
[49408, 'ENSMUSG00000117680.1']
[49409, 'ENSMUSG00000118228.1']
[49410, 'ENSMUSG00000117665.1']
[49411, 'ENSMUSG00000118218.1']
[49412, 'ENSMUSG00000024521.8']
[49413, 'ENSMUSG00000117884.1']
[49414, 'ENSMUSG00000118376.1']
[49415, 'ENSMUSG00000117918.1']
[49416, 'ENSMUSG00000118148.1']
[49417, 'ENSMUSG00000089387.1']
[49418, 'ENSMUSG00000118187.1']
[49419, 'ENSMUSG00000117843.1']
[49420, 'ENSMUSG00000118349.1']
[49421, 'ENSMUSG00000118201.1']
[49422, 'ENSMUSG00000117750.1']
[49423, 'ENSMUSG00000117737.1']
[49424, 'ENSMUSG00000088187.1']
[49425, 'ENSMUSG00000117968.1']
[49426, 'ENSMUSG00000047259.3']
[49427, 'ENSMUSG00000118216.1']
[49428, 'ENSMUSG00000117798.1']
[49429, 'ENSMUSG00000117868.1']
[49430, 'ENSMUSG00000117815.1']
[49431, 'ENSMUSG00000024524.17']
[49432, 'ENSMUSG00000117982.1']
[49433, 'ENSMUSG00000118131.1']
[49434, 'ENSMUSG00000095972.1']
[49435, 'ENSMUSG00000117757.1']
[49436, 'ENSMUSG00000109901.2']
[49437, 'ENSMUSG00000062526.4']
[49438, 'ENSMUSG00000024525.7']
[49439, 'ENSMUSG00000046415.11']
[49440, 'ENSMUSG00000024526.9']
[49441, 'ENSMUSG00000001473.7']
[49442, 'ENSMUSG00000024527.10']
[49443, 'ENSMUSG00000088753.1']
[49444, 'ENSMUSG00000024530.8']
[49445, 'ENSMUSG00000024533.17']
[49446, 'ENSMUSG00000091695.2']
[49447, 'ENSMUSG00000073542.3']
[49448, 'ENSMUSG00000024537.5']
[49449, 'ENSMUSG00000024539.17']
[49450, 'ENSMUSG00000118134.1']
[49451, 'ENSMUSG00000097835.1']
[49452, 'ENSMUSG00000079614.4']
[49453, 'ENSMUSG00000024542.9']
[49454, 'ENSMUSG00000118326.1']
[49455, 'ENSMUSG00000024544.9']
[49456, 'ENSMUSG00000117891.1']
[49457, 'ENSMUSG00000118306.1']
[49458, 'ENSMUSG00000038121.6']
[49459, 'ENSMUSG00000098253.1']
[49460, 'ENSMUSG00000009535.13']
[49461, 'ENSMUSG00000007480.5']
[49462, 'ENSMUSG00000045569.7']
[49463, 'ENSMUSG00000118288.1']
[49464, 'ENSMUSG00000117811.1']
[49465, 'ENSMUSG00000118041.1']
[49466, 'ENSMUSG00000118317.1']
[49467, 'ENSMUSG00000099300.1']
[49468, 'ENSMUSG00000118102.1']
[49469, 'ENSMUSG00000024546.6']
[49470, 'ENSMUSG00000098366.1']
[49471, 'ENSMUSG00000088166.1']
[49472, 'ENSMUSG00000110211.1']
[49473, 'ENSMUSG00000117889.1']
[49474, 'ENSMUSG00000117970.1']
[49475, 'ENSMUSG00000098060.1']
[49476, 'ENSMUSG00000053477.17']
[49477, 'ENSMUSG00000088659.1']
[49478, 'ENSMUSG00000064706.1']
[49479, 'ENSMUSG00000118028.1']
[49480, 'ENSMUSG00000038903.13']
[49481, 'ENSMUSG00000084948.1']
[49482, 'ENSMUSG00000086824.1']
[49483, 'ENSMUSG00000024511.15']
[49484, 'ENSMUSG00000117678.1']
[49485, 'ENSMUSG00000024512.4']
[49486, 'ENSMUSG00000118497.1']
[49487, 'ENSMUSG00000110495.1']
[49488, 'ENSMUSG00000044906.6']
[49489, 'ENSMUSG00000079608.10']
[49490, 'ENSMUSG00000038425.18']
[49491, 'ENSMUSG00000098721.1']
[49492, 'ENSMUSG00000024513.16']
[49493, 'ENSMUSG00000117810.1']
[49494, 'ENSMUSG00000118309.1']
[49495, 'ENSMUSG00000117735.1']
[49496, 'ENSMUSG00000117932.1']
[49497, 'ENSMUSG00000118271.1']
[49498, 'ENSMUSG00000060534.16']
[49499, 'ENSMUSG00000117831.1']
[49500, 'ENSMUSG00000117984.1']
[49501, 'ENSMUSG00000080635.1']
[49502, 'ENSMUSG00000118316.1']
[49503, 'ENSMUSG00000065922.1']
[49504, 'ENSMUSG00000037253.8']
[49505, 'ENSMUSG00000064527.1']
[49506, 'ENSMUSG00000076941.1']
[49507, 'ENSMUSG00000024515.13']
[49508, 'ENSMUSG00000118185.1']
[49509, 'ENSMUSG00000117985.1']
[49510, 'ENSMUSG00000118321.1']
[49511, 'ENSMUSG00000036941.2']
[49512, 'ENSMUSG00000024556.4']
[49513, 'ENSMUSG00000064036.15']
[49514, 'ENSMUSG00000024558.12']
[49515, 'ENSMUSG00000090263.1']
[49516, 'ENSMUSG00000053861.1']
[49517, 'ENSMUSG00000036223.16']
[49518, 'ENSMUSG00000024560.7']
[49519, 'ENSMUSG00000118151.1']
[49520, 'ENSMUSG00000024561.11']
[49521, 'ENSMUSG00000035394.11']
[49522, 'ENSMUSG00000095419.1']
[49523, 'ENSMUSG00000117898.1']
[49524, 'ENSMUSG00000118303.1']
[49525, 'ENSMUSG00000025885.18']
[49526, 'ENSMUSG00000086333.1']
[49527, 'ENSMUSG00000088689.1']
[49528, 'ENSMUSG00000089235.1']
[49529, 'ENSMUSG00000036880.10']
[49530, 'ENSMUSG00000088144.1']
[49531, 'ENSMUSG00000117754.1']
[49532, 'ENSMUSG00000076229.1']
[49533, 'ENSMUSG00000117767.1']
[49534, 'ENSMUSG00000053846.5']
[49535, 'ENSMUSG00000118384.1']
[49536, 'ENSMUSG00000062328.8']
[49537, 'ENSMUSG00000064871.1']
[49538, 'ENSMUSG00000064647.1']
[49539, 'ENSMUSG00000064844.1']
[49540, 'ENSMUSG00000118144.1']
[49541, 'ENSMUSG00000036299.5']
[49542, 'ENSMUSG00000035765.10']
[49543, 'ENSMUSG00000098305.1']
[49544, 'ENSMUSG00000094153.2']
[49545, 'ENSMUSG00000102047.1']
[49546, 'ENSMUSG00000092569.1']
[49547, 'ENSMUSG00000025880.11']
[49548, 'ENSMUSG00000052928.9']
[49549, 'ENSMUSG00000097712.1']
[49550, 'ENSMUSG00000118164.1']
[49551, 'ENSMUSG00000097302.1']
[49552, 'ENSMUSG00000044646.15']
[49553, 'ENSMUSG00000118311.1']
[49554, 'ENSMUSG00000117797.1']
[49555, 'ENSMUSG00000098276.1']
[49556, 'ENSMUSG00000118294.1']
[49557, 'ENSMUSG00000118004.1']
[49558, 'ENSMUSG00000024563.16']
[49559, 'ENSMUSG00000117816.1']
[49560, 'ENSMUSG00000117960.1']
[49561, 'ENSMUSG00000091519.1']
[49562, 'ENSMUSG00000090000.2']
[49563, 'ENSMUSG00000117732.1']
[49564, 'ENSMUSG00000025421.15']
[49565, 'ENSMUSG00000025420.13']
[49566, 'ENSMUSG00000025423.16']
[49567, 'ENSMUSG00000073532.3']
[49568, 'ENSMUSG00000025425.18']
[49569, 'ENSMUSG00000082784.1']
[49570, 'ENSMUSG00000118108.1']
[49571, 'ENSMUSG00000032818.16']
[49572, 'ENSMUSG00000025427.15']
[49573, 'ENSMUSG00000117855.1']
[49574, 'ENSMUSG00000047466.10']
[49575, 'ENSMUSG00000077593.1']
[49576, 'ENSMUSG00000056682.8']
[49577, 'ENSMUSG00000097666.2']
[49578, 'ENSMUSG00000041840.8']
[49579, 'ENSMUSG00000025428.15']
[49580, 'ENSMUSG00000025429.9']
[49581, 'ENSMUSG00000073529.9']
[49582, 'ENSMUSG00000087838.1']
[49583, 'ENSMUSG00000039840.8']
[49584, 'ENSMUSG00000091055.2']
[49585, 'ENSMUSG00000059336.14']
[49586, 'ENSMUSG00000024552.16']
[49587, 'ENSMUSG00000090451.1']
[49588, 'ENSMUSG00000117661.1']
[49589, 'ENSMUSG00000095883.1']
[49590, 'ENSMUSG00000088733.1']
[49591, 'ENSMUSG00000024548.11']
[49592, 'ENSMUSG00000117936.1']
[49593, 'ENSMUSG00000117828.1']
[49594, 'ENSMUSG00000118301.1']
[49595, 'ENSMUSG00000087717.1']
[49596, 'ENSMUSG00000118130.1']
[49597, 'ENSMUSG00000117787.1']
[49598, 'ENSMUSG00000117709.1']
[49599, 'ENSMUSG00000117963.1']
[49600, 'ENSMUSG00000098165.1']
[49601, 'ENSMUSG00000117669.1']
[49602, 'ENSMUSG00000117722.1']
[49603, 'ENSMUSG00000117813.1']
[49604, 'ENSMUSG00000117759.1']
[49605, 'ENSMUSG00000118176.1']
[49606, 'ENSMUSG00000118357.1']
[49607, 'ENSMUSG00000118304.1']
[49608, 'ENSMUSG00000117949.1']
[49609, 'ENSMUSG00000117857.1']
[49610, 'ENSMUSG00000117851.1']
[49611, 'ENSMUSG00000117933.1']
[49612, 'ENSMUSG00000056214.9']
[49613, 'ENSMUSG00000118269.1']
[49614, 'ENSMUSG00000096597.1']
[49615, 'ENSMUSG00000053950.10']
[49616, 'ENSMUSG00000118373.1']
[49617, 'ENSMUSG00000117904.1']
[49618, 'ENSMUSG00000118061.1']
[49619, 'ENSMUSG00000118244.1']
[49620, 'ENSMUSG00000024570.7']
[49621, 'ENSMUSG00000024571.15']
[49622, 'ENSMUSG00000057130.12']
[49623, 'ENSMUSG00000078963.3']
[49624, 'ENSMUSG00000034006.17']
[49625, 'ENSMUSG00000059852.7']
[49626, 'ENSMUSG00000102959.1']
[49627, 'ENSMUSG00000097593.2']
[49628, 'ENSMUSG00000102260.1']
[49629, 'ENSMUSG00000033323.14']
[49630, 'ENSMUSG00000118070.1']
[49631, 'ENSMUSG00000118319.1']
[49632, 'ENSMUSG00000118379.1']
[49633, 'ENSMUSG00000033016.16']
[49634, 'ENSMUSG00000118265.1']
[49635, 'ENSMUSG00000024566.10']
[49636, 'ENSMUSG00000114891.1']
[49637, 'ENSMUSG00000114756.1']
[49638, 'ENSMUSG00000092973.1']
[49639, 'ENSMUSG00000024565.10']
[49640, 'ENSMUSG00000098720.1']
[49641, 'ENSMUSG00000118235.1']
[49642, 'ENSMUSG00000089257.1']
[49643, 'ENSMUSG00000118268.1']
[49644, 'ENSMUSG00000118262.1']
[49645, 'ENSMUSG00000097181.1']
[49646, 'ENSMUSG00000117717.1']
[49647, 'ENSMUSG00000118227.1']
[49648, 'ENSMUSG00000118300.1']
[49649, 'ENSMUSG00000117870.1']
[49650, 'ENSMUSG00000118172.1']
[49651, 'ENSMUSG00000118363.1']
[49652, 'ENSMUSG00000118073.1']
[49653, 'ENSMUSG00000118254.1']
[49654, 'ENSMUSG00000117892.1']
[49655, 'ENSMUSG00000117817.1']
[49656, 'ENSMUSG00000117923.1']
[49657, 'ENSMUSG00000077599.1']
[49658, 'ENSMUSG00000093036.1']
